news_id,all_entity_ids
N22068,"['Q23548', 'Q111', 'Q48485']"
N42240,"['Q1588', 'Q39052566']"
N15147,['Q431276']
N5483,['Q4749316']
N27912,"['Q373983', 'Q212654']"
N13772,"['Q111', 'Q23548']"
N58988,"['Q951872', 'Q4705216']"
N40962,"['Q318508', 'Q79861']"
N64393,"['Q21620839', 'Q426638', 'Q224164']"
N30713,[]
N31238,"['Q272059', 'Q224164', 'Q18648942']"
N7434,"['Q6762913', 'Q579677', 'Q22686']"
N50074,"['Q812', 'Q16221742', 'Q851756', 'Q29468', 'Q11701', 'Q159', 'Q22686']"
N24635,"['Q212', 'Q157173', 'Q212648', 'Q888069', 'Q29468', 'Q22686', 'Q6279']"
N26525,['Q2299611']
N48447,"['Q2992826', 'Q1489605', 'Q2197802', 'Q17928333']"
N60987,"['Q320476', 'Q19667283', 'Q14951064', 'Q21621037', 'Q984336']"
N33111,"['Q302581', 'Q213837', 'Q272220', 'Q1215884', 'Q330120']"
N49930,"['Q455833', 'Q7889977', 'Q934898']"
N42364,"['Q2263', 'Q941023', 'Q56703347', 'Q1275768']"
N3936,[]
N61733,['Q94877']
N60345,"['Q527536', 'Q7913492', 'Q183178', 'Q39829', 'Q80405', 'Q1408', 'Q19020']"
N31090,['Q52985750']
N51630,"['Q56486914', 'Q5095804']"
N33108,['Q800071']
N13454,['Q1537']
N24841,"['Q1163715', 'Q5115621']"
N27138,"['Q190114', 'Q8683']"
N27591,[]
N11260,"['Q355', 'Q7624104', 'Q58024', 'Q328840']"
N41431,"['Q320476', 'Q320484', 'Q6127917', 'Q6758302', 'Q1215884', 'Q2761505']"
N51734,"['Q2462124', 'Q160409', 'Q22686', 'Q17088252']"
N53455,[]
N60528,"['Q17144', 'Q506451', 'Q10993', 'Q22686']"
N16848,['Q564643']
N9764,"['Q5092', 'Q4852899']"
N12462,[]
N62263,"['Q99', 'Q966943']"
N51015,"['Q314319', 'Q4235', 'Q44903']"
N25522,"['Q311249', 'Q14313', 'Q12207092']"
N8761,"['Q1368242', 'Q7710240', 'Q623333', 'Q2583812']"
N12519,['Q648501']
N55249,"['Q212', 'Q29552', 'Q22686', 'Q1235731']"
N45426,['Q9178635']
N7258,['Q23197']
N50126,['Q22007345']
N63128,"['Q1423218', 'Q54933270']"
N49763,"['Q2698008', 'Q3526023', 'Q891610']"
N55471,['Q16557']
N63003,[]
N8808,[]
N4229,"['Q1837617', 'Q22686']"
N38758,"['Q858', 'Q22686']"
N15002,"['Q918', 'Q6613055']"
N49620,"['Q217810', 'Q30', 'Q55241']"
N30780,"['Q5944264', 'Q212', 'Q6279', 'Q212648']"
N3217,"['Q1130120', 'Q557436', 'Q43723', 'Q208487']"
N29236,"['Q2842807', 'Q166032', 'Q22686']"
N11650,"['Q14659', 'Q43', 'Q30', 'Q796', 'Q858', 'Q152831', 'Q39259']"
N17166,['Q23768']
N6188,"['Q276539', 'Q223527', 'Q193390', 'Q830669', 'Q3811565']"
N22325,"['Q121783', 'Q30063347']"
N10535,['Q155223']
N26694,"['Q1141363', 'Q1527', 'Q27809653', 'Q22686', 'Q5714832']"
N26642,['Q4235']
N52645,"['Q1370', 'Q19673326']"
N49552,"['Q5557977', 'Q1581', 'Q489897']"
N53328,['Q7396971']
N34564,"['Q746424', 'Q8021836', 'Q5461626']"
N62860,[]
N59521,['Q3259709']
N48544,"['Q32620', 'Q6294']"
N60294,"['Q1588', 'Q28218', 'Q29468', 'Q6221385', 'Q40469', 'Q864007']"
N46759,['Q7130852']
N52246,['Q3079736']
N45791,"['Q219602', 'Q27049069']"
N29757,"['Q169637', 'Q739499', 'Q132880', 'Q976396', 'Q926248']"
N18417,[]
N20719,[]
N24939,"['Q483507', 'Q215546']"
N32310,"['Q1631056', 'Q1516108', 'Q1207']"
N31598,[]
N32663,"['Q44104', 'Q844837', 'Q1370207']"
N54183,[]
N62138,"['Q35525', 'Q7294939', 'Q29552', 'Q1166']"
N39181,"['Q866', 'Q6970405']"
N59314,['Q7055091']
N63923,"['Q204862', 'Q219602', 'Q27049069']"
N55774,['Q909438']
N4546,"['Q84', 'Q3619319', 'Q330120', 'Q320476']"
N12665,['Q22686']
N34865,[]
N37426,['Q3884']
N21840,"['Q371820', 'Q169082']"
N7998,"['Q1088765', 'Q27049069']"
N43935,"['Q7397012', 'Q18013', 'Q7623127']"
N41073,[]
N54994,"['Q22958938', 'Q17305299']"
N50024,['Q6879318']
N55823,['Q6225834']
N61251,"['Q1989904', 'Q1150893', 'Q1454', 'Q190067', 'Q7899317', 'Q1456']"
N63387,['Q16555']
N47609,"['Q848117', 'Q465473', 'Q3113176', 'Q82518']"
N44151,[]
N26640,"['Q16554', 'Q55639320', 'Q2399970', 'Q17077936', 'Q39086685']"
N45125,"['Q38022', 'Q4931302']"
N63212,"['Q206297', 'Q207735', 'Q715587', 'Q860744']"
N44562,[]
N902,[]
N2204,[]
N10200,['Q788']
N17149,"['Q953719', 'Q1166', 'Q585571', 'Q3564859', 'Q1066823', 'Q984544']"
N51459,"['Q848117', 'Q1163715', 'Q3105192', 'Q4661865', 'Q213417', 'Q633736', 'Q5526029']"
N9875,"['Q148', 'Q22686']"
N8446,[]
N17559,"['Q918', 'Q2283']"
N44928,[]
N34037,[]
N26031,"['Q1088765', 'Q925668', 'Q271880', 'Q213837']"
N59066,"['Q174599', 'Q24399', 'Q5161550']"
N59445,"['Q371820', 'Q126793']"
N48602,['Q16565']
N25789,['Q325374']
N16129,"['Q1594708', 'Q6460028', 'Q5335247']"
N43293,['Q2437271']
N42235,"['Q99', 'Q49247']"
N35999,"['Q3047014', 'Q3138354', 'Q7199975']"
N60407,[]
N12195,"['Q186068', 'Q1654116', 'Q22686']"
N24740,[]
N25750,"['Q108093', 'Q6938050']"
N61801,"['Q265538', 'Q3017201']"
N39744,"['Q1649', 'Q14436702', 'Q6837288']"
N15781,"['Q1033', 'Q1408']"
N5241,"['Q17957', 'Q61']"
N30001,"['Q11223', 'Q8214801', 'Q107640']"
N20039,"['Q7889977', 'Q934898', 'Q1309633']"
N51850,['Q48890']
N21457,"['Q1088765', 'Q271880', 'Q213837']"
N6773,"['Q35794', 'Q11574537', 'Q877998', 'Q5305629', 'Q27941549']"
N23962,"['Q4918', 'Q40171', 'Q11772']"
N40042,"['Q504309', 'Q3313434', 'Q858082', 'Q744530']"
N25038,"['Q3299390', 'Q265538', 'Q1192310', 'Q825838']"
N36604,"['Q825838', 'Q3028907', 'Q504309']"
N49880,"['Q7687701', 'Q315796']"
N6733,"['Q619829', 'Q43', 'Q22686', 'Q858', 'Q7204']"
N23886,"['Q213205', 'Q1066807', 'Q1815011']"
N60266,"['Q155223', 'Q162954', 'Q7579939']"
N13177,"['Q461595', 'Q983791']"
N34486,['Q30']
N52673,[]
N24512,"['Q1023550', 'Q459965']"
N12175,"['Q597614', 'Q7387446', 'Q5896790', 'Q61']"
N45852,"['Q131371', 'Q155223']"
N57082,"['Q7804', 'Q2043780', 'Q854']"
N18323,"['Q1527', 'Q1207']"
N45933,"['Q10913761', 'Q8446', 'Q11649']"
N6046,['Q18426']
N59990,"['Q1547320', 'Q721634', 'Q372297', 'Q549284', 'Q7383887', 'Q525980']"
N25599,['Q22007345']
N47839,"['Q16559', 'Q1439', 'Q2297417']"
N36011,"['Q1163715', 'Q265538', 'Q825838']"
N32368,['Q483507']
N61644,[]
N8245,['Q1454']
N7422,"['Q253476', 'Q499092']"
N15114,[]
N62978,[]
N35341,"['Q498034', 'Q2431282', 'Q3256684']"
N48250,"['Q1215884', 'Q6127917']"
N51283,['Q586285']
N2157,"['Q3191480', 'Q4791439', 'Q51685', 'Q670897', 'Q3191538']"
N6407,"['Q1537', 'Q676468', 'Q1581']"
N12365,"['Q28967881', 'Q23918693', 'Q15407916', 'Q193643']"
N11690,"['Q352159', 'Q157376']"
N12103,"['Q48340', 'Q212', 'Q851756', 'Q22686']"
N46686,['Q19601821']
N4031,['Q65']
N64014,[]
N62734,"['Q1204', 'Q1166', 'Q2192222', 'Q3290675', 'Q162990']"
N48171,['Q795406']
N38347,"['Q1937099', 'Q2447108']"
N12096,[]
N22209,"['Q2283', 'Q164746', 'Q17130715', 'Q1561837']"
N21341,"['Q4651570', 'Q648501']"
N52316,[]
N30875,"['Q131364', 'Q169165', 'Q388134', 'Q456730', 'Q155223']"
N22140,"['Q212', 'Q22686']"
N55335,"['Q2444013', 'Q204862']"
N2684,[]
N25511,['Q337377']
N46305,['Q1204']
N11229,"['Q7457851', 'Q43668', 'Q7952309', 'Q2915027', 'Q52']"
N47849,"['Q473239', 'Q24313', 'Q14213', 'Q186068', 'Q30', 'Q11211', 'Q12223']"
N32505,"['Q1984022', 'Q12070759']"
N8408,"['Q321', 'Q23548', 'Q13724', 'Q2469']"
N16057,"['Q79914', 'Q991464']"
N33571,[]
N30028,"['Q625178', 'Q1186457', 'Q921030', 'Q650840', 'Q692417', 'Q3041697']"
N39433,"['Q23556', 'Q4816126', 'Q7241637']"
N54858,"['Q246283', 'Q24733929']"
N60233,['Q8027215']
N58,"['Q6166666', 'Q212654', 'Q14918165']"
N60323,"['Q2305817', 'Q47093329', 'Q5389215', 'Q4917549']"
N33339,"['Q6980202', 'Q182651', 'Q54725']"
N56188,"['Q181642', 'Q2748566']"
N17096,"['Q63719', 'Q5211719', 'Q1297', 'Q1166']"
N32497,"['Q504309', 'Q3313434', 'Q744530', 'Q213959']"
N50745,['Q756355']
N2775,"['Q1778778', 'Q19844712', 'Q36159', 'Q132893', 'Q121783']"
N13750,"['Q60', 'Q30', 'Q173782', 'Q54451']"
N1076,[]
N24425,['Q955389']
N6592,"['Q155223', 'Q498348', 'Q6372315', 'Q15920046']"
N27181,"['Q25278', 'Q19844712']"
N59416,['Q387183']
N30824,"['Q319007', 'Q221878']"
N52250,"['Q7230500', 'Q1342']"
N28318,"['Q3305843', 'Q1649', 'Q3183299']"
N56707,[]
N22051,"['Q16974057', 'Q7365363', 'Q5640011']"
N59155,"['Q19844712', 'Q132893', 'Q14834367', 'Q555436', 'Q121783']"
N38892,[]
N56677,"['Q848352', 'Q32096', 'Q1215884', 'Q2271796']"
N2533,"['Q231270', 'Q296403']"
N544,"['Q2151584', 'Q165972', 'Q601763', 'Q6492365', 'Q1021711', 'Q1574020']"
N34263,"['Q488701', 'Q3289646']"
N1794,"['Q894567', 'Q186125']"
N21084,"['Q532344', 'Q21620839', 'Q190618']"
N52088,[]
N64659,"['Q29422', 'Q5461626', 'Q37043', 'Q2931052', 'Q8021836', 'Q3826815']"
N11512,['Q99']
N44572,"['Q159729', 'Q159893', 'Q6110020']"
N23344,['Q1215884']
N12342,['Q1035067']
N35149,"['Q851', 'Q794']"
N17878,"['Q96', 'Q456321', 'Q1260006', 'Q438061', 'Q80252']"
N49795,"['Q1202961', 'Q16988693', 'Q48890']"
N22356,"['Q21131872', 'Q40523']"
N4391,"['Q1439', 'Q665826', 'Q3907432', 'Q16861']"
N64071,['Q30']
N26405,['Q848117']
N16240,[]
N7350,"['Q172435', 'Q38952']"
N61274,['Q213449']
N49908,['Q2789106']
N39867,"['Q15080224', 'Q231911', 'Q1588']"
N57375,"['Q732549', 'Q1546']"
N11165,"['Q21384937', 'Q529688', 'Q320476']"
N43826,"['Q34', 'Q25287', 'Q1754']"
N64011,['Q3344194']
N63036,"['Q2060485', 'Q1215884', 'Q720027', 'Q7383958']"
N49982,"['Q1163715', 'Q213959', 'Q825838']"
N4890,"['Q206297', 'Q11882784']"
N34757,"['Q625178', 'Q1661550', 'Q1093629', 'Q39681', 'Q16194112', 'Q692417', 'Q743309']"
N15653,"['Q191477', 'Q193753', 'Q559534']"
N49949,['Q251868']
N40429,"['Q5130943', 'Q5547453', 'Q19716893', 'Q83813']"
N21816,"['Q2524302', 'Q825838']"
N20679,[]
N2259,[]
N7687,"['Q1649', 'Q11299']"
N46649,"['Q125753', 'Q908666']"
N29023,[]
N18503,"['Q1408', 'Q771']"
N44468,"['Q5430290', 'Q5144603']"
N39937,"['Q5461440', 'Q1581540', 'Q262708']"
N29499,"['Q18013', 'Q887010']"
N27996,"['Q2291875', 'Q16980483', 'Q1681145', 'Q46']"
N61527,"['Q500992', 'Q986178', 'Q578478']"
N24080,"['Q668642', 'Q815817', 'Q42909954']"
N35554,"['Q4826532', 'Q3826815', 'Q8021836', 'Q5461626']"
N25965,"['Q22006775', 'Q221878']"
N40686,"['Q1689207', 'Q193643']"
N51797,[]
N31137,"['Q1330910', 'Q607754']"
N32365,"['Q35525', 'Q22686']"
N46320,"['Q25004161', 'Q914856']"
N22914,"['Q29552', 'Q7912787', 'Q22686']"
N10276,"['Q315547', 'Q37459']"
N51241,['Q371820']
N48460,"['Q1352119', 'Q142', 'Q408']"
N16378,"['Q186068', 'Q5052721', 'Q861764']"
N19964,"['Q5145011', 'Q193390', 'Q1215884', 'Q7579939']"
N5526,"['Q450675', 'Q145', 'Q9592']"
N60039,['Q1214']
N46329,"['Q30', 'Q24460']"
N48364,"['Q271880', 'Q213837']"
N10440,"['Q199889', 'Q9959', 'Q1408']"
N12372,"['Q42735', 'Q1223']"
N37378,"['Q906933', 'Q1537']"
N15809,"['Q99', 'Q108067', 'Q720087', 'Q212991', 'Q852598', 'Q1815011', 'Q7138655', 'Q837109', 'Q1066823', 'Q986852', 'Q170464']"
N21479,['Q5246812']
N14277,"['Q816', 'Q66096', 'Q6774492']"
N31261,"['Q100', 'Q5406013']"
N18946,['Q963227']
N43529,"['Q5645744', 'Q54176', 'Q771', 'Q7166256']"
N29505,['Q164177']
N28401,"['Q918', 'Q7606645', 'Q48340']"
N22060,['Q848103']
N52684,"['Q2756349', 'Q3626950', 'Q146027']"
N5388,[]
N32695,"['Q6364990', 'Q375803', 'Q1649', 'Q14689581']"
N33136,['Q1215884']
N3670,['Q998615']
N63840,[]
N37870,[]
N63032,"['Q3458917', 'Q1509']"
N22063,"['Q48340', 'Q265538', 'Q5106158', 'Q22686']"
N23448,['Q1363419']
N64233,"['Q128581', 'Q204711']"
N33657,[]
N26093,"['Q5255587', 'Q29552', 'Q587844', 'Q49213', 'Q7707623', 'Q1439']"
N32716,[]
N21899,['Q16995241']
N6859,['Q34812']
N62895,[]
N19430,"['Q2304163', 'Q1408', 'Q25395', 'Q40469']"
N55394,['Q590849']
N35151,"['Q131206', 'Q206312']"
N11915,"['Q17092393', 'Q7205872', 'Q1010236']"
N21864,"['Q558664', 'Q40715', 'Q131324']"
N12671,"['Q16', 'Q688687', 'Q4878902', 'Q862571']"
N45539,[]
N36730,"['Q17015216', 'Q272220', 'Q1758635', 'Q205033']"
N38246,[]
N34230,"['Q483705', 'Q1138089', 'Q829']"
N20722,['Q6859054']
N40997,[]
N14715,"['Q848117', 'Q825838']"
N45829,"['Q812', 'Q6112101', 'Q155223']"
N31347,"['Q16568', 'Q7304859', 'Q4879288', 'Q1649', 'Q16988693', 'Q5461782', 'Q4944627', 'Q1439']"
N5193,['Q759']
N10058,"['Q18347698', 'Q816']"
N35810,['Q485708']
N3752,"['Q944639', 'Q37043', 'Q8021836']"
N38419,"['Q576872', 'Q816', 'Q4856918']"
N10375,[]
N17414,"['Q1859284', 'Q7163267']"
N59516,"['Q29468', 'Q16559', 'Q22686', 'Q16557', 'Q1439']"
N34014,"['Q6484880', 'Q862148', 'Q7929512', 'Q3810322', 'Q6166666', 'Q4908389', 'Q3943067', 'Q3491561']"
N49456,"['Q889130', 'Q271880', 'Q217776']"
N25017,"['Q2748837', 'Q816']"
N48116,['Q214700']
N38489,"['Q37320', 'Q1007064', 'Q34490']"
N21546,['Q355']
N46874,"['Q223527', 'Q193390', 'Q16234732', 'Q720027']"
N7158,"['Q513', 'Q3037']"
N40989,"['Q825838', 'Q265538', 'Q936661', 'Q3369361']"
N37945,[]
N6616,['Q190519']
N15658,['Q4918']
N22880,[]
N31940,"['Q866289', 'Q1480013', 'Q94895']"
N62264,"['Q108499', 'Q578478']"
N17128,[]
N27805,"['Q1027996', 'Q54268', 'Q18387852']"
N25728,[]
N36629,[]
N60087,['Q650865']
N59576,[]
N42958,"['Q265538', 'Q22686']"
N48306,"['Q23556', 'Q524989', 'Q5547419']"
N20068,"['Q1088765', 'Q219602', 'Q27049069']"
N15942,"['Q35600', 'Q887', 'Q159']"
N62639,"['Q41323', 'Q6484880', 'Q319007']"
N52817,['Q2503300']
N9921,['Q264554']
N9805,[]
N60164,['Q5083']
N28920,[]
N23964,"['Q1568', 'Q2', 'Q23548']"
N12161,['Q812']
N49931,"['Q7117292', 'Q862148']"
N40376,"['Q212', 'Q212648']"
N46645,"['Q3999143', 'Q7844497', 'Q2096281']"
N8336,"['Q37320', 'Q3290675', 'Q162990']"
N30941,"['Q37320', 'Q251267']"
N18053,['Q30']
N6988,"['Q42947871', 'Q231228']"
N11907,"['Q328473', 'Q18419']"
N36274,"['Q848117', 'Q19793652', 'Q275837']"
N37858,"['Q7452402', 'Q844837', 'Q399983']"
N26974,"['Q36844', 'Q5691543', 'Q29510461']"
N56982,[]
N7849,"['Q3065120', 'Q28859344']"
N26765,['Q27650']
N22236,['Q35657']
N29927,"['Q193390', 'Q219602']"
N14026,['Q26923566']
N32448,"['Q2688796', 'Q57325', 'Q27650']"
N31219,"['Q2763', 'Q64']"
N41687,['Q6767270']
N57091,[]
N40002,"['Q473239', 'Q789915']"
N33530,['Q483551']
N39598,[]
N62271,"['Q3077746', 'Q18810940', 'Q20858444']"
N53187,"['Q193066', 'Q832948', 'Q42786']"
N49844,"['Q3643678', 'Q720027', 'Q21622046', 'Q6685652', 'Q5569037', 'Q313381']"
N36046,"['Q7061568', 'Q1342', 'Q215546', 'Q48780991', 'Q595460', 'Q1783191']"
N41400,[]
N2283,['Q1531435']
N57528,"['Q794', 'Q1461', 'Q928']"
N20363,"['Q5474821', 'Q30']"
N43472,[]
N41425,"['Q4733892', 'Q4976356', 'Q199797']"
N30882,"['Q138089', 'Q159893', 'Q15920046']"
N29060,[]
N57113,['Q22686']
N62446,"['Q65', 'Q1773949']"
N2805,"['Q20977110', 'Q108941']"
N38819,"['Q223507', 'Q223522']"
N19145,"['Q167253', 'Q164177']"
N63113,"['Q319654', 'Q908666']"
N39098,"['Q138089', 'Q15920046', 'Q310281', 'Q6372315', 'Q170558']"
N59103,"['Q172435', 'Q2060485', 'Q1215884', 'Q223511']"
N57237,"['Q28401695', 'Q19673', 'Q29552', 'Q771', 'Q6279']"
N795,"['Q49259', 'Q1370', 'Q5937427', 'Q23749400']"
N52319,"['Q1166', 'Q184587', 'Q3358100']"
N53623,"['Q2283', 'Q11215']"
N63261,['Q86483']
N62024,['Q94965']
N8884,['Q127978']
N30110,"['Q35525', 'Q251868', 'Q22686']"
N56966,"['Q1751429', 'Q371820']"
N19531,['Q139289']
N28160,[]
N36831,"['Q221150', 'Q3546346']"
N23201,"['Q219714', 'Q221626', 'Q52270732', 'Q7103181']"
N58531,"['Q408', 'Q29643', 'Q1646461', 'Q36074']"
N44318,"['Q36159', 'Q155223']"
N54668,"['Q668', 'Q43100']"
N17546,"['Q212', 'Q579677', 'Q5585845', 'Q30', 'Q1899', 'Q22686']"
N11203,"['Q1182769', 'Q4019844']"
N19515,"['Q2444013', 'Q219714', 'Q5300814']"
N26912,"['Q667727', 'Q1494', 'Q4014532', 'Q22686', 'Q1439']"
N11481,['Q3237618']
N18366,"['Q223527', 'Q1215884', 'Q221878', 'Q16212482']"
N2799,"['Q204862', 'Q4679729', 'Q193390', 'Q217776', 'Q7330923']"
N27456,['Q5231745']
N24348,"['Q223527', 'Q219714', 'Q24204', 'Q52290003']"
N32893,['Q24460']
N11884,"['Q16861718', 'Q650829', 'Q848103']"
N35972,"['Q5468328', 'Q159', 'Q30']"
N27143,"['Q458517', 'Q30']"
N33685,"['Q5038579', 'Q1025341', 'Q7589564']"
N39675,[]
N26111,[]
N49423,['Q15261121']
N57275,['Q59465']
N49420,"['Q108053', 'Q45103656']"
N36734,['Q44063']
N14846,['Q641364']
N5790,[]
N38931,"['Q3341513', 'Q204623', 'Q17306005']"
N43947,['Q25395']
N15330,"['Q7707358', 'Q16558', 'Q7240', 'Q468807', 'Q11209', 'Q29261']"
N46837,"['Q498065', 'Q4964959']"
N43063,"['Q785304', 'Q212', 'Q212648']"
N24698,"['Q13184', 'Q656', 'Q3191396', 'Q2831']"
N32154,"['Q504309', 'Q3313434', 'Q744530']"
N17731,['Q1799866']
N20216,"['Q2576280', 'Q1881523']"
N25320,"['Q7591685', 'Q11224']"
N64925,['Q51318989']
N47769,"['Q1136764', 'Q7707821', 'Q7816168']"
N26692,[]
N58588,"['Q39681', 'Q1205312', 'Q376627']"
N10454,['Q15920046']
N18556,"['Q1166', 'Q167155', 'Q7961584', 'Q2910549']"
N59443,"['Q473239', 'Q22686']"
N25889,[]
N20057,['Q313381']
N6221,"['Q29468', 'Q58416634']"
N51053,"['Q232708', 'Q11995']"
N52494,['Q1328779']
N10491,"['Q25271', 'Q2']"
N27933,"['Q6186', 'Q29468', 'Q29552', 'Q47131']"
N64969,"['Q56486914', 'Q1297', 'Q1437547']"
N15309,"['Q265538', 'Q1223']"
N57296,"['Q37158', 'Q18221']"
N14904,[]
N55822,"['Q213837', 'Q6789172', 'Q271880']"
N2462,[]
N17581,"['Q18421895', 'Q591678']"
N28551,"['Q579677', 'Q22686']"
N40971,"['Q148', 'Q2280045', 'Q20514253']"
N48656,"['Q1180447', 'Q6936301', 'Q495645', 'Q1183774', 'Q7455172', 'Q949739']"
N51149,"['Q29468', 'Q23197', 'Q48976632']"
N24325,"['Q1370', 'Q29552']"
N21966,"['Q172435', 'Q925668', 'Q205033']"
N20553,"['Q223522', 'Q1215884', 'Q7579939']"
N20019,['Q16563']
N23638,"['Q255911', 'Q22096520', 'Q7369232', 'Q1443089', 'Q1815381']"
N59571,"['Q848117', 'Q1192310', 'Q4773350', 'Q265538', 'Q825838', 'Q721134', 'Q2524302']"
N19602,"['Q976396', 'Q121783']"
N27381,"['Q148', 'Q27074', 'Q4881196']"
N23397,"['Q6815857', 'Q40469', 'Q16563', 'Q1509', 'Q1497', 'Q918']"
N30423,['Q1454']
N8397,"['Q3368718', 'Q1415']"
N51176,"['Q160746', 'Q816', 'Q5167099']"
N41703,"['Q49240', 'Q99']"
N61160,['Q16559']
N39912,"['Q15987644', 'Q30070205']"
N24935,"['Q2736742', 'Q1166', 'Q3564859', 'Q6837604', 'Q16406', 'Q5303253']"
N56312,[]
N21448,"['Q5468328', 'Q2920352']"
N15385,"['Q7305326', 'Q1066807', 'Q27026', 'Q1815011']"
N44402,"['Q54621949', 'Q907311', 'Q54958428', 'Q13974']"
N35346,"['Q534238', 'Q2407862', 'Q183476']"
N44744,"['Q889130', 'Q271880', 'Q1215884']"
N772,"['Q1814260', 'Q12439']"
N38354,"['Q2745292', 'Q495588']"
N55635,"['Q56275851', 'Q36091', 'Q5084392']"
N53516,"['Q126710', 'Q4754903', 'Q18159104', 'Q1339239', 'Q16555', 'Q426435', 'Q49085']"
N26364,[]
N15414,"['Q650840', 'Q39681', 'Q1186457']"
N29948,"['Q2036610', 'Q7430']"
N23160,"['Q21620665', 'Q204862']"
N60653,"['Q191477', 'Q7605811', 'Q272220']"
N1520,"['Q223522', 'Q3876006']"
N3932,['Q1527']
N17420,"['Q99', 'Q11231', 'Q5020431', 'Q18013', 'Q13479957']"
N41870,"['Q6285018', 'Q498276', 'Q7948586']"
N7731,"['Q159791', 'Q121783', 'Q55956059']"
N2788,"['Q1065592', 'Q49844', 'Q94']"
N36596,"['Q1379733', 'Q2821724', 'Q1317', 'Q19085', 'Q2429253', 'Q1681008', 'Q1154057', 'Q11211', 'Q34490']"
N29817,"['Q1370', 'Q335017', 'Q811595', 'Q49231', 'Q1011895']"
N1297,"['Q1603', 'Q4818639', 'Q65935365']"
N25022,"['Q56486914', 'Q1297', 'Q1760078', 'Q986343']"
N7934,['Q5754479']
N52589,"['Q5944264', 'Q22686', 'Q30544652']"
N18587,['Q1813757']
N61268,['Q196105']
N48111,"['Q105000', 'Q3130024']"
N18907,"['Q219602', 'Q27049069']"
N43598,"['Q3154693', 'Q122331']"
N64426,['Q16204013']
N48325,"['Q1588', 'Q578478']"
N52441,"['Q40469', 'Q30323707', 'Q17884']"
N45337,"['Q11701', 'Q22686']"
N8284,"['Q724759', 'Q40469', 'Q13974']"
N25986,"['Q328473', 'Q18426']"
N19699,"['Q1470027', 'Q1261']"
N52547,"['Q121783', 'Q30063347']"
N50589,"['Q5455414', 'Q95']"
N41109,['Q3028907']
N52437,[]
N54751,[]
N7401,"['Q207735', 'Q11882784', 'Q206297']"
N58757,[]
N4252,"['Q155311', 'Q23548']"
N59360,['Q929872']
N8433,[]
N12036,"['Q423', 'Q326804', 'Q30']"
N58498,['Q4572296']
N38118,['Q2346099']
N26723,"['Q774', 'Q2401971']"
N64674,"['Q5472399', 'Q1439']"
N53132,['Q40059201']
N53433,"['Q328473', 'Q3564690', 'Q14707120', 'Q18426']"
N55370,"['Q5552563', 'Q2818926']"
N4599,"['Q16565', 'Q478214']"
N26175,"['Q80930', 'Q2914539', 'Q28856068']"
N43025,['Q1140235']
N57505,"['Q4745345', 'Q1588', 'Q1612', 'Q852714', 'Q1649', 'Q1494', 'Q746611', 'Q1439']"
N27184,"['Q212', 'Q5585845', 'Q1837617', 'Q30', 'Q6447103', 'Q22212']"
N47837,"['Q622308', 'Q298573', 'Q30122669']"
N57897,['Q30']
N42469,"['Q3860113', 'Q193390', 'Q19887920', 'Q21062969']"
N57955,"['Q1215884', 'Q3546346']"
N25473,"['Q15789', 'Q7156']"
N19620,['Q327634']
N9413,"['Q16555', 'Q41583', 'Q5916689', 'Q1058864', 'Q7571298']"
N4292,"['Q777728', 'Q268873', 'Q743309']"
N20262,['Q251868']
N54309,"['Q6789115', 'Q205033', 'Q14687518', 'Q26405845', 'Q221150', 'Q18001146']"
N13472,"['Q777698', 'Q1190574']"
N3968,['Q187805']
N59144,[]
N4806,"['Q7358961', 'Q47703', 'Q22686', 'Q184768']"
N1894,['Q276539']
N21357,"['Q858', 'Q43', 'Q22686', 'Q11211']"
N63539,[]
N24833,['Q1820137']
N64377,['Q7947005']
N20734,[]
N62929,['Q756355']
N10698,"['Q35525', 'Q29552', 'Q1439', 'Q22686']"
N47542,[]
N62449,['Q1494']
N6831,"['Q35525', 'Q212', 'Q30015089', 'Q22686']"
N14870,"['Q504309', 'Q265538', 'Q825838']"
N12264,"['Q191477', 'Q223243', 'Q19666923', 'Q18097882']"
N58878,"['Q4826532', 'Q2922711']"
N18551,[]
N34649,"['Q16832136', 'Q43416']"
N14849,"['Q7899317', 'Q6841333', 'Q192152', 'Q1456']"
N3261,['Q58416634']
N50772,['Q816']
N23605,"['Q41187', 'Q2283', 'Q487343', 'Q183484', 'Q1323662', 'Q128896', 'Q4439', 'Q5300', 'Q15281614']"
N40249,"['Q1454', 'Q3303463', 'Q17085505']"
N27398,"['Q28151660', 'Q756355', 'Q5461626']"
N37176,['Q99']
N54327,"['Q309331', 'Q40392', 'Q482793']"
N10543,"['Q196185', 'Q169637', 'Q161345']"
N30092,"['Q53268', 'Q183476', 'Q282617', 'Q647404']"
N61623,[]
N41755,[]
N53803,"['Q154454', 'Q1149781', 'Q30122569', 'Q221878', 'Q14951040']"
N51393,"['Q2338941', 'Q91540', 'Q19932', 'Q370524']"
N20274,['Q16565']
N59354,[]
N852,"['Q1198553', 'Q1133513', 'Q858082', 'Q1902109', 'Q16236182']"
N4558,"['Q15262098', 'Q192707', 'Q6037968', 'Q29342', 'Q290922']"
N3403,"['Q299603', 'Q220347', 'Q229079', 'Q649', 'Q509903']"
N26284,"['Q109705', 'Q56033373']"
N6667,[]
N59695,"['Q4893827', 'Q183492', 'Q160082']"
N24476,"['Q36159', 'Q121783']"
